City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,justo daract,-33.8594,-65.1828,57.07,24,0,14.45,AR,1715199602
296,kokpekty,48.75,82.4,52.5,61,0,7.94,KZ,1715199603
297,claiborne,32.516,-92.1918,88.74,66,100,10.36,US,1715199603
298,vilyuchinsk,52.9306,158.4028,35.87,82,100,6.93,RU,1715199603
299,cholpon-ata,42.6494,77.0823,53.65,55,97,3.65,KG,1715199603
300,madang,-5.2246,145.7966,75.24,95,100,5.03,PG,1715199603
301,ghat,24.9647,10.1728,88.56,9,6,8.32,LY,1715199603
302,meulaboh,4.1363,96.1285,77.92,91,69,4.38,ID,1715199603
303,kristiansund,63.1115,7.732,48.85,61,75,10.36,NO,1715199603
304,pemba,-12.974,40.5178,78.58,77,12,11.97,MZ,1715199603
305,rongelap,11.1635,166.8941,80.67,78,100,20.8,MH,1715199604
306,polyarnyy,69.1989,33.4478,23.22,77,89,3.06,RU,1715199604
307,benguela,-12.5763,13.4055,78.13,79,2,3.47,AO,1715199604
308,boden,65.8252,21.6886,32.0,91,99,4.32,SE,1715199604
309,altai,46.3722,96.2583,43.68,72,52,3.51,MN,1715199604
310,zabol,32.25,67.25,67.51,32,0,6.73,AF,1715199604
311,shibetsu,43.659,145.132,35.42,83,9,3.24,JP,1715199588
312,imbituba,-28.24,-48.6703,80.85,64,86,9.31,BR,1715199604
313,constantia,44.1833,28.65,52.7,84,53,15.88,RO,1715199604
314,richfield,44.8833,-93.283,76.57,35,20,8.05,US,1715199573
315,hirara,24.8,125.2833,69.66,68,40,16.11,JP,1715199604
316,port alfred,-33.5906,26.891,64.18,97,100,1.01,ZA,1715199605
317,torit,4.4133,32.5678,78.13,63,99,4.18,SS,1715199605
318,tambo,-14.8,-73.9167,54.5,41,57,8.32,PE,1715199605
319,kralendijk,12.15,-68.2667,89.58,66,20,14.97,BQ,1715199414
320,sergeyevka,53.88,67.4158,62.4,46,100,18.16,KZ,1715199605
321,jabor,5.921,169.6434,82.36,81,76,15.03,MH,1715199605
322,kapa'a,22.0752,-159.319,82.38,85,100,10.36,US,1715199413
323,bangassou,4.7413,22.8184,84.61,41,94,0.65,CF,1715199605
324,kirensk,57.7853,108.1119,43.97,58,100,4.0,RU,1715199605
325,kijang,35.2442,129.2139,42.53,71,0,2.55,KR,1715199605
326,tura,25.5198,90.2201,69.46,64,37,3.89,IN,1715199605
327,kutum,14.2,24.6667,81.81,16,100,9.4,SD,1715199605
328,cooper's town,26.8667,-77.5167,76.93,68,0,7.0,BS,1715199605
329,manokwari,-0.8667,134.0833,79.2,84,100,2.59,ID,1715199606
330,port elizabeth,-33.918,25.5701,64.31,85,100,8.05,ZA,1715199606
331,riihimaki,60.7377,24.7773,38.75,51,95,4.52,FI,1715199606
332,shantobe,52.4581,68.1839,57.18,56,100,17.29,KZ,1715199606
333,mabaruma,8.2,-59.7833,86.65,61,99,6.53,GY,1715199606
334,kabompo,-13.5927,24.2008,69.96,33,11,8.95,ZM,1715199606
335,arar,30.9753,41.0381,68.02,14,0,6.91,SA,1715199606
336,harnosand,62.6323,17.9379,39.22,89,94,8.93,SE,1715199606
337,flekkefjord,58.2971,6.6607,48.94,87,99,3.83,NO,1715199606
338,kodiak,57.79,-152.4072,38.71,56,75,12.66,US,1715199606
339,sanibel,26.449,-82.0223,94.08,68,10,8.01,US,1715199547
340,dryden,49.7833,-92.7503,62.89,39,0,11.5,CA,1715199527
341,kuyeda,56.4311,55.5886,38.14,87,100,11.01,RU,1715199607
342,igarka,67.4667,86.5833,31.01,99,100,13.0,RU,1715199607
343,navirai,-23.065,-54.1906,93.36,26,2,8.48,BR,1715199572
344,menongue,-14.6585,17.691,66.38,78,48,2.33,AO,1715199607
345,villaviciosa,43.4813,-5.4357,59.14,84,14,6.08,ES,1715199607
346,durant,33.994,-96.3708,91.76,54,40,14.97,US,1715199607
347,muynoq,43.7683,59.0214,60.42,52,0,18.57,UZ,1715199607
348,crane,31.3974,-102.3501,89.71,9,0,18.16,US,1715199607
349,aswan,24.0934,32.907,85.3,10,0,4.61,EG,1715199530
350,vydrino,51.485,104.8461,37.47,75,100,1.81,RU,1715199607
351,gizo,-8.103,156.8419,82.02,84,100,15.99,SB,1715199607
352,arauca,7.0847,-70.7591,91.36,62,20,4.61,CO,1715199607
353,berbera,10.4396,45.0143,88.11,73,6,7.05,SO,1715199607
354,ayorou,14.7308,0.9174,97.88,12,11,5.3,NE,1715199607
355,velingara,13.15,-14.1167,97.0,15,5,0.34,SN,1715199607
356,peterhead,57.5058,-1.7981,61.2,84,100,6.04,GB,1715199608
357,kirakira,-10.4544,161.9205,79.36,84,100,8.66,SB,1715199608
358,taroa,8.7058,171.2275,81.57,83,100,20.54,MH,1715199608
359,malpica,43.3228,-8.8105,65.23,70,79,1.81,ES,1715199608
360,sinop,41.7711,34.8709,54.43,63,8,6.38,TR,1715199608
361,san-pedro,4.7485,-6.6363,80.71,86,84,5.88,CI,1715199608
362,utrik,11.2278,169.8474,80.55,77,100,20.65,MH,1715199608
363,basco,20.4487,121.9702,80.94,71,98,28.23,PH,1715199608
364,ciudad lazaro cardenas,17.9583,-102.2,82.15,64,16,11.99,MX,1715199608
365,gumdag,39.2061,54.5906,66.54,48,0,9.31,TM,1715199608
366,geraldton,-28.7667,114.6,73.81,28,100,23.02,AU,1715199608
367,kalispell,48.1958,-114.3129,57.18,51,100,4.0,US,1715198807
368,medina,24.4686,39.6142,84.63,11,0,6.91,SA,1715199529
369,marinhas,41.5591,-8.783,72.16,65,48,6.85,PT,1715199609
370,ad darb,17.7229,42.2526,86.04,64,0,3.24,SA,1715199609
371,dutse,11.7594,9.3392,92.1,10,10,6.62,NG,1715199384
372,torghay,49.6339,63.4981,64.13,62,69,15.66,KZ,1715199609
373,togur,58.3631,82.8265,39.15,76,100,4.0,RU,1715199609
374,qarqin,37.4185,66.0436,84.18,34,14,2.68,AF,1715199609
375,burang,30.25,81.1667,37.65,75,100,1.61,CN,1715199609
376,island harbour,50.724,-1.2758,56.21,77,95,3.36,GB,1715199609
377,nianzishan,47.5167,122.8833,48.18,37,0,5.39,CN,1715199309
378,acarau,-2.8856,-40.12,80.91,84,86,7.61,BR,1715199609
379,merizo village,13.2658,144.6691,82.13,91,100,12.84,GU,1715199609
380,pokhara,28.2333,83.9833,65.79,64,100,3.38,NP,1715199609
381,stribro,49.7529,13.0041,53.46,76,100,5.44,CZ,1715199609
382,nuuk,64.1835,-51.7216,41.61,42,20,9.22,GL,1715199321
383,mandal,25.45,74.5667,89.82,18,14,14.83,IN,1715199609
384,amga,60.8953,131.9608,35.56,84,100,9.1,RU,1715199610
385,pisco,-13.7,-76.2167,72.01,83,17,8.05,PE,1715199610
386,harper,4.375,-7.7169,80.92,85,70,6.89,LR,1715199610
387,lwowek slaski,51.1107,15.5858,51.67,81,37,3.78,PL,1715199610
388,yuzhno-kurilsk,44.0306,145.8556,37.38,95,72,10.18,RU,1715199610
389,broome,42.2506,-75.833,79.81,36,75,6.91,US,1715199610
390,kidal,18.4411,1.4078,97.54,8,6,10.13,ML,1715199610
391,peniche,39.3558,-9.3811,72.09,74,100,9.1,PT,1715199610
392,ribas do rio pardo,-20.4431,-53.7592,89.49,32,89,10.11,BR,1715199610
393,kavaratti,10.5669,72.642,86.61,68,88,9.48,IN,1715199610
394,hamilton,39.1834,-84.5333,84.94,56,20,8.05,US,1715199425
395,dishna,26.1247,32.476,78.64,8,64,5.17,EG,1715199610
396,novoagansk,61.9449,76.6625,29.97,94,100,1.68,RU,1715199611
397,alofi,-19.0595,-169.9187,78.69,94,75,8.05,NU,1715199321
398,la passe,45.5549,-0.8967,64.63,84,40,9.51,FR,1715199611
399,constitucion,-35.3333,-72.4167,56.43,54,12,13.98,CL,1715199611
400,mumford,5.2618,-0.759,83.8,81,97,11.45,GH,1715199611
401,tabuk,17.4189,121.4443,76.1,87,99,2.1,PH,1715199611
402,umm kaddadah,13.6017,26.6876,84.09,14,2,13.02,SD,1715199611
403,essaouira,31.5125,-9.77,69.3,77,91,3.44,MA,1715199611
404,swedru,5.5371,-0.6998,81.46,83,100,6.04,GH,1715199611
405,south hedland,-20.4089,118.5983,64.33,52,0,4.61,AU,1715199611
406,antsohihy,-14.8796,47.9875,74.5,63,0,11.14,MG,1715199490
407,prince rupert,54.3161,-130.3201,51.89,83,100,12.66,CA,1715199611
408,tosontsengel,48.7567,98.2839,45.05,86,96,3.58,MN,1715199611
409,osakarovka,50.565,72.5692,57.6,58,67,15.23,KZ,1715199612
410,hotan,37.0997,79.9269,72.27,17,0,4.38,CN,1715199612
411,hithadhoo,-0.6,73.0833,81.93,81,100,18.5,MV,1715199612
412,sheksna,59.21,38.5107,31.93,69,6,12.68,RU,1715199612
413,caleta de carquin,-11.0925,-77.6267,70.86,78,35,9.71,PE,1715199612
414,brandon,27.9378,-82.2859,96.98,64,0,13.0,US,1715199478
415,zbaszyn,52.2509,15.9252,51.78,58,0,3.44,PL,1715199612
416,banda aceh,5.5577,95.3222,81.3,81,94,4.12,ID,1715199612
417,zlatna,46.1167,23.2167,53.24,99,92,4.36,RO,1715199612
418,hadibu,12.65,54.0333,84.92,73,1,2.8,YE,1715199612
419,barcelos,41.5388,-8.6151,71.85,64,26,4.41,PT,1715199501
420,berezovyy,51.6667,135.7,54.46,51,100,12.17,RU,1715199612
421,faya-largeau,17.9257,19.1043,95.81,13,4,9.89,TD,1715199612
422,norman gardens,-23.3224,150.5393,66.18,70,98,8.05,AU,1715199612
423,haiku-pauwela,20.9219,-156.3051,78.22,74,40,18.41,US,1715199613
424,mata-utu,-13.2816,-176.1745,84.72,79,100,11.39,WF,1715199613
425,uyuni,-20.4597,-66.825,57.47,14,99,10.71,BO,1715199613
426,kenai,60.5544,-151.2583,50.09,57,100,3.44,US,1715199613
427,karwar,14.8,74.1333,81.5,80,51,6.04,IN,1715199613
428,nishinoomote,30.7333,131.0,63.01,76,100,9.13,JP,1715199613
429,garoowe,8.4054,48.4845,87.13,53,8,8.19,SO,1715199613
430,usinsk,65.9939,57.5281,31.06,89,100,5.99,RU,1715199613
431,villa nueva,14.5269,-90.5875,86.54,64,75,16.11,GT,1715199402
432,badger,64.8,-147.5333,53.01,55,75,4.61,US,1715199613
433,daru,-9.0763,143.2092,77.36,93,100,17.34,PG,1715199613
434,verkhovazh'ye,60.7472,42.0465,30.15,62,100,10.74,RU,1715199613
435,mikuni,36.2171,136.1519,49.91,69,100,14.23,JP,1715199613
436,alice springs,-23.7,133.8833,49.55,76,3,6.91,AU,1715199613
437,meadow lake,34.8014,-106.5436,72.37,16,0,19.69,US,1715199614
438,sihanoukville,10.6093,103.5296,78.75,94,40,5.75,KH,1715199614
439,jayapura,-2.5333,140.7,74.59,92,100,1.5,ID,1715199614
440,hilo,19.7297,-155.09,79.25,74,40,10.36,US,1715199317
441,touros,-5.1989,-35.4608,81.68,80,56,10.89,BR,1715199614
442,ponta delgada,37.7333,-25.6667,65.19,82,20,13.8,PT,1715199614
443,severo-yeniseyskiy,60.3725,93.0408,34.57,98,100,10.0,RU,1715199614
444,channagiri,14.0333,75.9333,78.13,71,91,8.46,IN,1715199614
445,bayji,34.9311,43.487,73.33,35,54,6.08,IQ,1715199614
446,tangalle,6.024,80.7911,78.53,90,100,4.18,LK,1715199614
447,tamale,9.4008,-0.8393,89.33,54,41,12.06,GH,1715199354
448,loveland,40.3978,-105.075,62.71,24,40,10.0,US,1715199483
449,veraval,20.9,70.3667,81.25,86,0,14.29,IN,1715199614
450,motueka,-41.1333,173.0167,40.1,70,0,6.96,NZ,1715199614
451,benghazi,32.1167,20.0667,72.12,41,0,19.75,LY,1715199614
452,nemuro,43.3236,145.575,37.26,82,9,6.78,JP,1715199614
453,buka,40.8108,69.1986,77.13,37,95,4.85,UZ,1715199615
454,rockland,41.1668,-74.0496,87.96,48,7,1.99,US,1715199408
455,pijijiapan,15.7011,-93.23,94.8,42,100,10.18,MX,1715199615
456,aktau,43.65,51.2,57.78,87,100,18.68,KZ,1715199615
457,tiznit,29.5833,-9.5,75.31,38,100,4.23,MA,1715199615
458,conduaga,8.862,117.4893,78.66,84,100,3.06,PH,1715199615
459,codajas,-3.8367,-62.0569,86.38,75,52,2.95,BR,1715199615
460,powell river,49.8496,-124.5361,61.07,62,20,8.05,CA,1715199615
461,new martinsville,39.6445,-80.8576,81.68,54,0,1.99,US,1715199615
462,ardakan,32.31,54.0175,73.04,21,2,6.17,IR,1715199615
463,goundam,16.4145,-3.6708,95.02,16,4,1.12,ML,1715199615
464,puerto baquerizo moreno,-0.9,-89.6,81.59,69,40,18.41,EC,1715199608
465,itoman,26.1247,127.6694,68.4,68,20,16.11,JP,1715199616
466,luganville,-15.5333,167.1667,75.7,80,97,10.02,VU,1715199616
467,al khawr,25.7667,51.3167,81.75,54,14,16.58,QA,1715199616
468,bonthe,7.5264,-12.505,83.17,79,85,6.71,SL,1715199616
469,coahuayana de hidalgo,18.7,-103.6583,87.19,51,93,8.3,MX,1715199616
470,kayes,14.0,-11.0,104.59,20,97,4.27,ML,1715199616
471,vernon,50.2581,-119.2691,68.29,21,1,8.05,CA,1715199358
472,trinidad,-14.8333,-64.9,91.38,62,40,6.91,BO,1715199616
473,curuzu cuatia,-29.7917,-58.0546,65.03,82,3,17.27,AR,1715199371
474,bandon,51.7469,-8.7425,53.19,92,70,4.45,IE,1715199616
475,quellon,-43.1167,-73.6167,48.15,89,100,15.48,CL,1715199616
476,lidkoping,58.5052,13.1577,49.41,89,74,6.02,SE,1715199616
477,skaelskor,55.2506,11.2935,51.66,68,18,7.72,DK,1715199617
478,san julian,21.0167,-102.1667,92.08,8,100,5.93,MX,1715199617
479,latnaya,51.6586,38.9011,42.33,67,17,8.52,RU,1715199617
480,crucecita,-28.95,-58.9833,68.11,70,20,15.03,AR,1715199617
481,hennenman,-27.9765,27.0242,60.85,26,0,4.56,ZA,1715199617
482,kachug,53.9606,105.8817,47.05,43,100,1.99,RU,1715199617
483,mukalla,14.5425,49.1242,84.51,73,38,4.32,YE,1715199617
484,basoko,1.2391,23.616,81.59,68,91,3.6,CD,1715199617
485,nova sintra,14.8667,-24.7167,75.18,75,0,14.61,CV,1715199617
486,phon charoen,18.0333,103.1667,83.07,77,30,4.52,TH,1715199617
487,dabuleni,43.8,24.0833,59.47,96,100,19.51,RO,1715199617
488,nadi,-17.8,177.4167,73.4,78,20,4.61,FJ,1715199618
489,katsuura,35.1333,140.3,55.9,88,100,22.66,JP,1715199618
490,villeneuve-sur-lot,44.5,0.6667,59.05,84,6,6.4,FR,1715199618
491,onega,63.9061,38.1404,24.37,84,92,12.55,RU,1715199618
492,formosa do rio preto,-11.0483,-45.1931,89.17,36,38,6.06,BR,1715199618
493,santa maria do suacui,-18.1903,-42.4142,73.17,80,93,3.56,BR,1715199618
494,jijiga,9.35,42.8,68.32,79,53,4.52,ET,1715199618
495,xining,36.6167,101.7667,55.31,47,7,1.81,CN,1715199618
496,ambovombe,-25.1667,46.0833,69.37,86,0,9.22,MG,1715199618
497,gafsa,34.425,8.7842,59.22,77,20,6.91,TN,1715199619
498,kirklareli,41.7351,27.2252,56.14,94,100,11.65,TR,1715199591
499,teykovo,56.858,40.5369,34.05,65,74,5.57,RU,1715199619
500,kuala tungkal,-0.8167,103.4667,76.78,95,100,4.99,ID,1715199619
501,illizi,26.4833,8.4667,89.4,10,100,13.53,DZ,1715199619
502,ta`u,-14.2336,-169.5144,83.55,81,98,13.82,AS,1715199619
503,babayevo,59.3936,35.9371,26.62,70,95,9.98,RU,1715199619
504,riberalta,-10.9833,-66.1,89.8,66,75,4.61,BO,1715199620
505,kourou,5.1552,-52.6478,86.05,73,93,8.9,GF,1715199620
506,esil,51.9556,66.4042,62.89,50,100,17.27,KZ,1715199620
507,inawashiro,37.5667,140.1167,43.75,95,100,3.76,JP,1715199620
508,krasnokamsk,58.0802,55.7541,37.56,85,100,7.83,RU,1715199620
509,alzamay,55.5562,98.6644,46.69,81,100,12.8,RU,1715199620
510,dudinka,69.4058,86.1778,12.67,94,100,7.0,RU,1715199620
511,west bay,19.3667,-81.4167,88.05,70,20,12.66,KY,1715199621
512,langepas,61.2544,75.2124,30.51,92,99,7.38,RU,1715199621
513,bayanaul,50.7889,75.6956,52.92,54,26,9.64,KZ,1715199621
514,benjamin aceval,-24.9667,-57.5667,82.54,81,100,10.51,PY,1715199621
515,saint-joseph,-21.3667,55.6167,71.98,73,58,15.64,RE,1715199621
516,fray luis beltran,-39.3167,-65.7667,59.7,22,0,15.95,AR,1715199621
517,mbekenyera,-10.0,38.9833,68.85,93,27,3.71,TZ,1715199621
518,ugoofaaru,5.6667,73.0,85.64,72,99,8.68,MV,1715199621
519,villa gesell,-37.2639,-56.973,58.05,68,84,30.36,AR,1715199622
520,pariaman,-0.619,100.12,78.85,86,99,3.96,ID,1715199622
521,aioun,16.6614,-9.6149,99.93,12,14,11.3,MR,1715199622
522,yanta,36.2411,115.6672,63.46,38,100,10.63,CN,1715199376
523,juncos,18.2275,-65.921,80.74,87,72,2.66,PR,1715199622
524,kargasok,59.0556,80.8572,39.96,81,100,5.01,RU,1715199622
525,nalhati,24.3,87.8167,82.4,60,51,4.81,IN,1715199622
526,bontang,0.1333,117.5,78.28,89,77,3.76,ID,1715199622
527,leninskoye,41.7589,69.3864,71.29,42,100,5.26,KZ,1715199622
528,paso de los libres,-29.7131,-57.0899,67.57,76,55,14.67,AR,1715199365
529,callao,-12.0667,-77.15,66.49,82,40,6.91,PE,1715199527
530,manggar,-2.8833,108.2667,80.94,83,100,4.36,ID,1715199623
531,mejit,10.2753,170.8646,81.48,80,100,20.65,MH,1715199623
532,chichawatni,30.5333,72.7,90.91,12,0,4.54,PK,1715199623
533,okap,19.7578,-72.2042,79.34,82,97,15.46,HT,1715199623
534,rosales,15.8944,120.6328,78.84,81,53,5.75,PH,1715199623
535,sa pa,22.3402,103.8441,58.91,99,99,2.39,VN,1715199623
536,port hedland,-20.3167,118.5667,64.45,52,0,4.61,AU,1715199623
537,sauri,11.7266,6.7837,92.8,21,93,4.12,NG,1715199623
538,djambala,-2.5447,14.7533,78.12,68,98,3.27,CG,1715199623
539,el porvenir,13.7617,-87.3458,92.53,42,100,8.57,HN,1715199624
540,rumoi,43.9344,141.6428,35.19,83,5,4.97,JP,1715199624
541,mongomo,1.6274,11.3135,71.35,98,98,1.81,GQ,1715199624
542,taltal,-25.4,-70.4833,68.02,62,100,4.97,CL,1715199379
543,tezu,27.9167,96.1667,72.54,56,99,3.74,IN,1715199624
544,guaruja,-23.9931,-46.2564,84.06,51,0,9.22,BR,1715199624
545,yaren,-0.5472,166.916,84.09,76,53,10.89,NR,1715199624
546,seattle,47.6062,-122.3321,64.71,58,40,5.75,US,1715199079
547,tadine,-21.55,167.8833,70.74,55,2,16.42,NC,1715199625
548,malango,-2.9627,119.9001,67.24,100,100,1.83,ID,1715199625
549,bogande,12.9714,-0.1436,99.72,20,14,3.51,BF,1715199625
550,queenstown,-31.8976,26.8753,55.02,87,5,4.7,ZA,1715199625
551,abingdon,51.6711,-1.2828,62.92,72,75,2.3,GB,1715199625
552,brookings,44.3114,-96.7984,70.14,46,0,21.85,US,1715199625
553,camarinas,43.1311,-9.1817,62.92,82,77,6.58,ES,1715199625
554,phayakkhaphum phisai,15.5163,103.1937,86.41,60,38,5.75,TH,1715199625
555,port augusta,-32.5,137.7667,57.15,55,100,6.82,AU,1715199626
556,kyzyl-kyya,40.2568,72.1279,66.92,29,45,6.96,KG,1715199626
557,vakarai,55.6035,23.8213,39.72,60,97,6.69,LT,1715199626
558,doganyol,38.3118,39.0382,51.46,40,0,3.53,TR,1715199626
559,ulladulla,-35.35,150.4667,58.82,86,90,1.57,AU,1715199626
560,leh,34.1667,77.5833,27.32,39,0,7.0,IN,1715199626
561,santiago de tolu,9.5239,-75.5814,84.74,78,100,9.35,CO,1715199626
562,cannonvale,-20.2833,148.7,74.59,82,94,15.19,AU,1715199626
563,usoke,-5.1667,32.35,71.49,66,100,8.21,TZ,1715199626
564,okha,53.5739,142.9478,31.24,81,46,14.0,RU,1715199626
565,lionel town,17.8101,-77.2406,86.9,63,100,9.69,JM,1715199627
566,birzebbuga,35.8258,14.5269,60.15,94,75,3.44,MT,1715199627
567,kozhevnikovo,56.2589,83.9714,40.24,68,50,5.28,RU,1715199627
568,masterton,-40.9597,175.6575,46.89,77,99,11.86,NZ,1715199627
569,banlung,13.7468,107.0045,75.85,60,73,4.92,KH,1715199627
570,antofagasta,-23.65,-70.4,63.68,78,88,10.63,CL,1715199627
571,laguna,38.421,-121.4238,78.12,25,0,25.32,US,1715199627
572,lexington,37.9887,-84.4777,81.55,67,20,9.22,US,1715198917
573,makhambet,47.6667,51.5833,52.81,74,100,20.89,KZ,1715199627
574,hayes,51.5158,-0.4234,61.5,77,0,9.22,GB,1715199572
575,chebba,35.2372,11.115,63.75,68,33,17.72,TN,1715199627
576,dhuusamarreeb,5.535,46.3861,87.53,59,100,7.58,SO,1715199628
577,lakatoro,-16.0999,167.4164,75.74,76,93,13.94,VU,1715199628
578,nieuw amsterdam,5.8833,-55.0833,84.11,69,83,12.26,SR,1715199628
579,urengoy,65.9667,78.3667,16.54,97,97,7.07,RU,1715199628
580,tres coracoes,-21.6969,-45.2533,72.93,67,1,4.12,BR,1715199525
581,inirida,3.8653,-67.9239,91.67,56,89,3.42,CO,1715199628
582,bouna,9.2667,-3.0,88.27,49,100,4.36,CI,1715199628
583,seven pagodas,12.6264,80.1722,87.85,83,56,9.37,IN,1715199628
584,murghob,38.1702,73.9667,32.2,49,22,5.77,TJ,1715199628
585,al kawa,13.7463,32.4996,88.57,9,4,10.31,SD,1715199628
586,malaya vishera,58.8454,32.2222,27.63,61,53,7.58,RU,1715199624
587,sault ste. marie,46.5168,-84.3333,63.16,56,100,16.11,CA,1715199519
588,dokkum,53.3222,5.997,53.98,86,17,6.44,NL,1715199628
589,yeppoon,-23.1333,150.7333,67.24,81,99,17.45,AU,1715199628
590,bulawayo,-20.15,28.5833,59.49,41,0,8.66,ZW,1715199628
591,kuta,-8.7233,115.1723,80.55,94,40,9.22,ID,1715199628
592,dakhla,23.6848,-15.958,66.22,94,40,14.97,EH,1715199629
